Start Date : ,05/23/2016
End Date  : ,06/21/2016
""
Username,Category,Activity Count,Percentage

skamath,Wiki,6,0.5%
skamath,Planet,2,0.17%
skamath,Mailman,4,0.33%
skamath,Trac,15,1.24%
skamath,Fedbadges,10,0.83%
skamath,Fedoratagger,1082,89.27%
skamath,Askbot,5,0.41%
skamath,Fas,1,0.08%
skamath,Pagure,74,6.11%
skamath,Irc,13,1.07%
""
,Total : ,1212
""
Start Date : ,05/23/2016
End Date  : ,06/21/2016
""
Username,Category,Activity Count,Percentage

dhanesh95,Irc,4,44.44%
dhanesh95,Mailman,1,11.11%
dhanesh95,Trac,4,44.44%
""
,Total : ,9
""
Start Date : ,05/23/2016
End Date  : ,06/21/2016
""
Username,Category,Activity Count,Percentage

jflory7,Wiki,65,27.9%
jflory7,Fmn,10,4.29%
jflory7,Github,2,0.86%
jflory7,Mailman,11,4.72%
jflory7,Trac,66,28.33%
jflory7,Askbot,1,0.43%
jflory7,Fas,5,2.15%
jflory7,Anitya,3,1.29%
jflory7,Planet,1,0.43%
jflory7,Fedbadges,4,1.72%
jflory7,Bodhi,2,0.86%
jflory7,Fedocal,4,1.72%
jflory7,Pagure,47,20.17%
jflory7,Irc,12,5.15%
""
,Total : ,233
""
Start Date : ,05/23/2016
End Date  : ,06/21/2016
""
Username,Category,Activity Count,Percentage

dhanesh95,Irc,4,44.44%
dhanesh95,Mailman,1,11.11%
dhanesh95,Trac,4,44.44%
""
,Total : ,9
""
Start Date : ,05/23/2016
End Date  : ,06/21/2016
""
Username,Category,Activity Count,Percentage

jflory7,Wiki,65,27.9%
jflory7,Fmn,10,4.29%
jflory7,Github,2,0.86%
jflory7,Mailman,11,4.72%
jflory7,Trac,66,28.33%
jflory7,Askbot,1,0.43%
jflory7,Fas,5,2.15%
jflory7,Anitya,3,1.29%
jflory7,Planet,1,0.43%
jflory7,Fedbadges,4,1.72%
jflory7,Bodhi,2,0.86%
jflory7,Fedocal,4,1.72%
jflory7,Pagure,47,20.17%
jflory7,Irc,12,5.15%
""
,Total : ,233
""
Start Date : ,05/23/2016
End Date  : ,06/21/2016
""
Username,Category,Activity Count,Percentage

devyani7,Wiki,1,5.56%
devyani7,Mailman,3,16.67%
devyani7,Fedbadges,4,22.22%
devyani7,Fas,4,22.22%
devyani7,Planet,1,5.56%
devyani7,Irc,5,27.78%
""
,Total : ,18
""
Start Date : ,05/23/2016
End Date  : ,06/21/2016
""
Username,Category,Activity Count,Percentage

dhanvi,Wiki,5,0.42%
dhanvi,Trac,5,0.42%
dhanvi,Fedbadges,8,0.67%
dhanvi,Fas,2,0.17%
dhanvi,Copr,1161,96.75%
dhanvi,Bugzilla,10,0.83%
dhanvi,Pagure,5,0.42%
dhanvi,Irc,4,0.33%
""
,Total : ,1200
""
Start Date : ,05/23/2016
End Date  : ,06/21/2016
""
Username,Category,Activity Count,Percentage

farhaan,Pagure,126,95.45%
farhaan,Fas,2,1.52%
farhaan,Irc,4,3.03%
""
,Total : ,132
""
Start Date : ,05/23/2016
End Date  : ,06/21/2016
""
Username,Category,Activity Count,Percentage

vivekanand1101,Wiki,1,0.98%
vivekanand1101,Pagure,80,78.43%
vivekanand1101,Irc,13,12.75%
vivekanand1101,Fedbadges,6,5.88%
vivekanand1101,Fas,2,1.96%
""
,Total : ,102
""
Start Date : ,05/23/2016
End Date  : ,06/21/2016
""
Username,Category,Activity Count,Percentage

champika,Wiki,5,100.0%
""
,Total : ,5
""
Start Date : ,05/23/2016
End Date  : ,06/21/2016
""
Username,Category,Activity Count,Percentage

allangardner,Wiki,1,14.29%
allangardner,Fas,2,28.57%
allangardner,Irc,1,14.29%
allangardner,Mailman,1,14.29%
allangardner,Fedbadges,2,28.57%
""
,Total : ,7
""
Start Date : ,05/23/2016
End Date  : ,06/21/2016
""
Username,Category,Activity Count,Percentage

skamath,Wiki,6,0.5%
skamath,Planet,2,0.17%
skamath,Mailman,4,0.33%
skamath,Trac,15,1.24%
skamath,Fedbadges,10,0.83%
skamath,Fedoratagger,1082,89.27%
skamath,Askbot,5,0.41%
skamath,Fas,1,0.08%
skamath,Pagure,74,6.11%
skamath,Irc,13,1.07%
""
,Total : ,1212
""
Start Date : ,05/23/2016
End Date  : ,06/21/2016
""
Username,Category,Activity Count,Percentage

skamath,Wiki,6,0.5%
skamath,Planet,2,0.17%
skamath,Mailman,4,0.33%
skamath,Trac,15,1.24%
skamath,Fedbadges,10,0.83%
skamath,Fedoratagger,1082,89.27%
skamath,Askbot,5,0.41%
skamath,Fas,1,0.08%
skamath,Pagure,74,6.11%
skamath,Irc,13,1.07%
""
,Total : ,1212
""
